,bengali_text,result
234,সময় এসেছে  ডাক্তার হওয়ার সময় এসেছে জীববিজ্ঞান ভুলে যাওয়া এবং রোগীদের চিকিত্সা করার সময়।,1
235,"আমি শারীরিক শিক্ষার জন্য প্রস্তুত  , তবে আমি আমার চোখে কিছুটা মাসকারা প্রয়োগ করতে পারি।",1
236,"বাতাসে বৃষ্টির সুবাস রয়েছে , আসুন ছাতা নিয়ে চলুন।",0
237,"সূর্যের ডুবে যাওয়ার পরে চাঁদের আভা , অন্ধকারে স্বপ্নের একটি নতুন উপায় দেখায়",0
238,আমার অঙ্কন দক্ষতা   যে আমি এমনকি একটি গাছও সোজা করতে পারি না।,1
239,``  চিত্রকর্মটি এতটাই বাস্তবসম্মত যে এমনকি উড়ন্তও বসার চেষ্টা করতে পারে। '',1
240,"সূর্যের মতো সদয়  , অন্যের জীবনে আলো ছড়িয়ে দিন।",0
241,"Mote। মায়ের  , বিশ্বের সবচেয়ে নিরাপদ গন্তব্য , সেখানে যান।",0
242,"আজকে একটি দিনকে বিশেষ করুন , কালকে আগামীকাল চিন্তায় ভাবুন।",0
243,"প্রতিদিন নতুন কিছু শিখুন , জ্ঞানের প্রদীপটি হালকা রাখুন।",0
244,আপনার খেলাটি দেখে মনে হচ্ছে আপনি  শারীরিক শিক্ষার শ্রেণি গ্রহণ করেন নি।,1
245,"নেকলেসকে একটি  তৈরি করুন , পরবর্তী জয়ের ভিত্তি রাখুন এবং এগিয়ে যান এবং এগিয়ে যান।",0
246,"নদীর রাবানী রাখুন , অবিচ্ছিন্নভাবে মেঝেটির দিকে প্রবাহিত থাকুন।",0
247,জিমে  অনেক খাবার রয়েছে যে আমি বাড়ির খাবারটি ভুলে গেছি।,1
248,আমি মনে করি আমি  বাড়িতে ওয়ার্কআউট করব।,1
249,"যা আছে তার জন্য কৃতজ্ঞ থাকুন , প্রতিটি মুহুর্তের আশীর্বাদগুলি উপলব্ধি করুন।",0
250,"বাতাসের সংগীতে দোল , রঙগুলির সাথে জীবন সাজান।",0
251,"সমাজবিজ্ঞানীরা , এঁরা সকলেই আমাদের মনকে বিভ্রান্ত করার জন্য কাজ করেন , তাদের সামাজিক সংস্কারক বলা ভুল হবে।",1
252,"কঠোর পরিশ্রমের রোদ বৃষ্টি , সাফল্যের ফুলগুলি ফুল ফোটবে।",0
253,"দলটি আশ্চর্যজনক , প্রতিটি লক্ষ্যকে   করে তুলুন।",0
254,তার সিনেমাগুলি দেখে মনে হচ্ছে মস্তিষ্কের  হয়ে যাবে !,1
255,"কঠোর পরিশ্রমের সাথে , জিমে ঘাম ঝরছে , তবে ওজনের  কাঁপুনির নাম নিচ্ছে না !",1
