,telugu_text,result
217,"ఇప్పుడు గడువు సమయం వచ్చింది , ల్యాప్‌టాప్‌ను మరచిపోయి స్నేహితులతో ఆటలు ఆడటానికి సమయం ఆసన్నమైంది .",1
218,"తప్పుల నుండి నేర్చుకోండి , బలంగా ఉండండి , ముందుకు సాగండి",0
219,"సంగీతం చాలా అగ్లీగా ఉంది , చెవులు వినికిడితో మూసివేయబడాలి .",1
220,"నది ప్రవాహంలో ప్రవాహం , వశ్యత ద్వారా జీవితం యొక్క హెచ్చు తగ్గులను ఎదుర్కోండి",0
221,"ప్రకృతి భాగస్వామిగా ఉండండి , చెట్ల నుండి  పిరి పీల్చుకోండి , పర్వతాలను ప్రోత్సహించండి",0
222,"తప్పుల నుండి నేర్చుకోండి , బలంగా ఉండండి , ముందుకు సాగండి , వదులుకోవద్దు",0
223,"అక్కడ ఉన్నదానికి కృతజ్ఞతతో ఉండండి , ఆశీర్వాదాలను గ్రహించి , ప్రతి క్షణం ప్రశంసించండి",0
224,"గాలులలో బ్లో ఆశలు , జీవితానికి నీలి ఆకాశం ఇవ్వండి",0
225,"డ్రీమ్స్ రెక్కలు ఇవ్వండి , వారు ఆకాశాన్ని తాకుతారు , దానిని కొత్త ఎత్తులకు తీసుకువెళతారు",0
226,"``  సంగీతకారుడు అవాంఛనీయంగా పాడాడు , మేకలు కూడా  పాట విన్న తర్వాత పాలు ఇవ్వడం మానేస్తాడు ! `` ( సంగీతం విచ్ఛిన్నమైనప్పుడు",1
227,ఆవాలు పసుపు పువ్వులు గుజరాత్ మైదానంలో బంగారు రంగులో ఉన్నాయి,0
228,"మొదటి కవితను వినడం , గుండె యొక్క లోతైన మూలల్లో దాచిన పదాలకు నాలుక ఇవ్వడం",0
229,"ప్రభుత్వ కార్యాలయంలో ఉద్యోగం పొందిన తరువాత , మీరు జీవితంలో ప్రతిదీ సాధించారని అనిపిస్తుంది - ఏమీ చేయకుండా .",1
230,నేను  రోజు నా జిమ్ బ్యాగ్‌ను జిమ్‌లో తీసుకురావడం మర్చిపోయాను .,1
231,"నేను ఎక్కువ ఇంజనీరింగ్ చేస్తే , అది మరింత కష్టమవుతుందని నేను భావిస్తున్నాను .",1
232,"గాలుల సంగీతంపై మురికి , జీవితాన్ని రంగులతో అలంకరించండి",0
233,"భాగస్వామి జీవిత మార్గంలో నవ్వుతూ , పర్వతం నుండి ప్రతి కష్టమైన రాయిని చేస్తుంది",0
